time,pi_freq_area1,pi_freq_area2,anfis_freq_area1,anfis_freq_area2,pi_control_area1,pi_control_area2,anfis_control_area1,anfis_control_area2,load_disturbance,wind_power,solar_power,tie_line_pi,tie_line_anfis
0.91,0.031018028585197813,0.028296841365628708,0.020926097301676303,0.015806326128373658,-0.09591103208393013,-0.08062479903005619,-0.2624372752631458,-0.2531434979711878,-0.014850197070603867,0.39960643534450313,0.30085660967217775,0.00022972126436342975,0.0003929010260421481
0.92,0.031276526425351094,0.028520507205340426,0.02104081367836538,0.01585278602958405,-0.09693259500141754,-0.08145295604065189,-0.2626725902815722,-0.25322825312150576,0.004424808573432767,0.40234447099801757,0.2990086180894398,0.00023516363880256796,0.0004031405683887534
0.93,0.03154267778178347,0.028748377415231743,0.021147440671764443,0.015883787249976626,-0.09797648552587988,-0.08229328967496946,-0.26289268317446235,-0.2532845411039061,0.04811102027756024,0.4000511689441535,0.30145678639242074,0.0002406756772425893,0.0004135166236863161
0.9400000000000001,0.03178178316767653,0.02894874222356423,0.021228769439533588,0.01588948513910577,-0.09895563038862466,-0.0830725648985934,-0.26306145463176206,-0.2532948634475062,0.007752158114857102,0.40064963256173275,0.3028272406308231,0.00024626427797569276,0.0004240439305298917
0.9500000000000001,0.03203747623354217,0.029171181397443083,0.021329757703963018,0.015921116372101418,-0.09997931276809124,-0.08390505799388663,-0.263272115036951,-0.25335203645121634,-0.0325171516649329,0.4013295351956182,0.29838050179775166,0.00025193035986391735,0.0004347224991307474
0.96,0.03230013110258622,0.029396289097076787,0.021450456020569275,0.01597137206387365,-0.10102355151393241,-0.084746164883112,-0.26352549425871485,-0.2534424196313811,0.0033928933813069037,0.4057515713928547,0.3046045764319741,0.0002576629495361155,0.0004455397817944706
0.97,0.03256340623312345,0.029624804108466362,0.021556522717496317,0.01600599097459397,-0.10207250021507297,-0.08559762225450115,-0.26374961599285907,-0.25350435810988764,-0.02806720655202437,0.4019168494560055,0.3037964404497782,0.0002634706335471344,0.0004564979497078618
0.98,0.032812679382743105,0.029839978946250425,0.02167341253630272,0.016058323399155507,-0.10308943524171503,-0.08642076414981324,-0.2639982065954843,-0.25359749144073995,-0.019639590636291195,0.39880689654427876,0.29968232379539156,0.00026934783779644856,0.0004675990131936665
0.99,0.03305084569806434,0.03004039260369767,0.021781916725771087,0.016099317881439357,-0.10408146117839488,-0.08721215988058259,-0.2642304818571982,-0.25367003072023064,-0.052233956901048914,0.39840423399857083,0.2991981685262761,0.0002752932386694339,0.00047882919146796096
1.0,0.033307781569849725,0.030264546343236925,0.021905275237061872,0.016159179202848175,-0.10512349423669655,-0.08806062349129848,-0.2644963537298549,-0.25377530048381763,0.03628370385231086,0.4025348172903862,0.30189235266510606,0.00028131414485816725,0.0004901943891566245
1.01,0.03353528457217968,0.030450493569545167,0.021987470580873636,0.01616619168390337,-0.10609467515738759,-0.08882325754107243,-0.26467458148849243,-0.2537875817107711,0.019676793900878203,0.4002405248700169,0.30142773082167984,0.00028740061531139287,0.0005016865812250518
1.02,0.03377417735207733,0.03065334921023789,0.022074685116116908,0.016182171022868574,-0.10709719723535664,-0.08962701235597831,-0.26486464158473855,-0.25381552736173385,-0.05019153002080225,0.40208418078413727,0.29946954981920865,0.00029357019731666187,0.0005133291390189924
1.03,0.034011629150967136,0.030850035541516354,0.022197707776159627,0.01623856605860499,-0.10809896628239277,-0.09041874130887545,-0.2651344143683159,-0.2539137158386525,0.024511065761127,0.4022693441389499,0.3035241627311962,0.0002998118536003407,0.0005251141672054891
