ALLSKY_SFC_SW_DWN,WS10M,WS50M,T2M,RH2M,PRECTOTCORR,CLOUD_AMT,datetime
0.0,2.18,4.08,15.02,88.66,0.0,93.28,2023-04-02 05:00:00
7.9,1.95,3.74,15.25,91.92,0.07,97.21,2023-04-02 06:00:00
60.3,2.53,3.03,17.94,82.13,0.11,97.97,2023-04-02 07:00:00
128.68,3.19,4.2,21.39,74.55,0.1,97.86,2023-04-02 08:00:00
205.4,5.62,6.98,25.41,67.07,0.34,98.05,2023-04-02 09:00:00
245.6,6.39,7.86,27.46,60.42,0.59,98.86,2023-04-02 10:00:00
471.42,7.3,9.04,28.75,55.56,0.79,97.09,2023-04-02 11:00:00
425.2,8.13,10.14,29.23,52.96,1.1,98.83,2023-04-02 12:00:00
297.2,8.38,10.57,28.89,53.52,2.43,98.31,2023-04-02 13:00:00
217.1,8.37,10.67,28.99,53.03,2.29,99.42,2023-04-02 14:00:00
317.92,8.21,10.6,29.17,51.81,0.99,96.71,2023-04-02 15:00:00
203.93,7.73,10.19,29.23,50.61,0.68,88.4,2023-04-02 16:00:00
114.65,6.39,9.22,28.63,52.04,0.64,80.0,2023-04-02 17:00:00
20.67,5.14,9.33,26.45,59.93,0.5,70.96,2023-04-02 18:00:00
0.0,6.38,10.52,25.06,64.58,0.25,57.74,2023-04-02 19:00:00
0.0,7.38,10.8,23.91,70.2,0.06,62.97,2023-04-02 20:00:00
0.0,7.12,10.35,22.79,78.23,0.03,49.02,2023-04-02 21:00:00
0.0,6.39,9.74,21.97,86.32,0.05,67.54,2023-04-02 22:00:00
0.0,5.45,8.55,21.31,93.41,0.05,56.04,2023-04-02 23:00:00
0.0,4.1,7.27,20.7,98.25,0.05,95.36,2023-04-03 00:00:00
0.0,4.07,7.41,20.58,99.26,0.08,88.61,2023-04-03 01:00:00
0.0,3.97,7.29,20.46,100.0,0.13,82.31,2023-04-03 02:00:00
0.0,4.0,7.5,20.38,100.0,0.21,94.34,2023-04-03 03:00:00
0.0,4.0,7.55,20.28,100.0,0.36,87.77,2023-04-03 04:00:00
0.0,4.05,7.8,20.18,100.0,0.4,97.0,2023-04-03 05:00:00
16.27,4.28,7.58,20.54,99.71,0.33,89.89,2023-04-03 06:00:00
165.02,5.27,6.85,22.53,89.18,0.36,77.69,2023-04-03 07:00:00
331.55,5.38,6.49,24.98,75.3,0.34,76.0,2023-04-03 08:00:00
522.78,4.89,5.77,27.46,63.25,0.1,70.43,2023-04-03 09:00:00
725.38,4.98,5.92,30.16,51.75,0.05,49.09,2023-04-03 10:00:00
827.08,5.54,6.58,33.0,39.65,0.04,60.48,2023-04-03 11:00:00
850.92,5.84,6.86,34.71,33.89,0.08,70.31,2023-04-03 12:00:00
781.45,6.15,7.2,35.57,31.11,0.18,86.81,2023-04-03 13:00:00
734.47,6.57,7.76,35.7,30.08,0.4,95.27,2023-04-03 14:00:00
545.2,6.99,8.43,35.3,30.38,0.56,58.38,2023-04-03 15:00:00
375.25,7.32,9.1,34.33,32.21,0.53,65.28,2023-04-03 16:00:00
185.3,7.11,9.67,32.55,37.39,0.46,70.82,2023-04-03 17:00:00
25.8,6.85,10.55,29.48,49.08,0.46,78.45,2023-04-03 18:00:00
0.0,7.72,10.95,26.86,61.91,0.5,86.26,2023-04-03 19:00:00
0.0,7.54,10.19,24.61,74.77,0.46,97.79,2023-04-03 20:00:00
0.0,6.86,9.25,23.2,83.87,0.28,80.67,2023-04-03 21:00:00
0.0,6.22,8.55,22.7,88.4,0.24,98.4,2023-04-03 22:00:00
0.0,6.29,8.82,22.69,90.6,0.19,100.0,2023-04-03 23:00:00
0.0,6.75,9.54,22.85,90.79,0.2,100.0,2023-04-04 00:00:00
0.0,7.24,10.15,22.83,91.02,0.16,100.0,2023-04-04 01:00:00
0.0,7.5,10.53,22.71,91.14,0.14,99.64,2023-04-04 02:00:00
0.0,7.59,10.68,22.44,91.89,0.07,100.0,2023-04-04 03:00:00
0.0,7.53,10.63,22.13,92.89,0.06,100.0,2023-04-04 04:00:00
0.0,7.42,10.46,21.85,93.6,0.11,100.0,2023-04-04 05:00:00
10.7,7.16,10.03,21.7,93.77,0.6,99.42,2023-04-04 06:00:00
83.95,7.1,9.44,22.25,90.81,0.63,98.83,2023-04-04 07:00:00
181.02,7.93,10.28,23.39,84.37,0.97,99.98,2023-04-04 08:00:00
275.42,8.99,11.41,25.26,72.63,0.97,99.94,2023-04-04 09:00:00
399.17,9.5,11.91,27.7,60.29,1.17,98.03,2023-04-04 10:00:00
471.45,9.5,11.78,29.78,52.05,1.11,100.0,2023-04-04 11:00:00
537.83,9.31,11.35,31.28,47.36,1.01,99.29,2023-04-04 12:00:00
595.75,9.05,10.87,31.81,46.45,0.94,96.68,2023-04-04 13:00:00
459.23,8.44,10.26,30.16,52.35,0.9,100.0,2023-04-04 14:00:00
286.6,7.63,9.43,28.66,58.87,1.23,99.4,2023-04-04 15:00:00
184.1,6.65,8.43,27.64,64.33,1.67,98.73,2023-04-04 16:00:00
85.22,5.39,7.48,26.71,69.78,1.37,99.36,2023-04-04 17:00:00
12.6,4.43,7.43,25.39,77.39,0.44,99.9,2023-04-04 18:00:00
0.0,4.71,7.81,24.61,82.46,0.54,100.0,2023-04-04 19:00:00
0.0,5.14,7.96,24.11,86.69,0.92,100.0,2023-04-04 20:00:00
0.0,5.68,8.36,23.59,91.07,0.88,100.0,2023-04-04 21:00:00
0.0,6.0,8.55,23.13,94.45,1.1,100.0,2023-04-04 22:00:00
0.0,6.05,8.53,22.9,95.29,1.16,100.0,2023-04-04 23:00:00
0.0,6.0,8.53,22.76,95.48,1.22,100.0,2023-04-05 00:00:00
0.0,6.31,9.23,22.69,95.27,1.1,100.0,2023-04-05 01:00:00
0.0,6.99,10.13,22.67,94.74,1.37,100.0,2023-04-05 02:00:00
0.0,6.68,9.84,22.59,95.03,1.77,100.0,2023-04-05 03:00:00
0.0,5.02,7.98,22.6,95.24,2.21,100.0,2023-04-05 04:00:00
0.0,3.91,6.72,22.59,94.95,1.32,100.0,2023-04-05 05:00:00
13.02,4.49,7.05,21.95,91.39,2.7,90.9,2023-04-05 06:00:00
133.2,8.12,11.13,19.4,72.42,1.79,74.15,2023-04-05 07:00:00
286.75,9.38,12.05,17.21,33.78,0.31,69.48,2023-04-05 08:00:00
453.75,8.93,11.22,18.13,17.69,0.04,61.74,2023-04-05 09:00:00
587.28,9.11,11.23,20.76,12.88,0.01,75.37,2023-04-05 10:00:00
544.33,9.26,11.15,23.81,10.32,0.0,94.36,2023-04-05 11:00:00
537.97,8.65,10.34,25.12,9.79,0.0,94.8,2023-04-05 12:00:00
504.08,7.99,9.5,25.46,9.99,0.0,88.73,2023-04-05 13:00:00
447.23,7.86,9.41,25.09,10.66,0.01,98.13,2023-04-05 14:00:00
340.27,8.06,9.77,24.41,12.09,0.01,97.76,2023-04-05 15:00:00
235.65,7.78,9.62,23.36,14.1,0.01,93.38,2023-04-05 16:00:00
126.38,7.26,9.41,21.82,17.5,0.06,88.77,2023-04-05 17:00:00
20.1,7.12,9.89,19.85,22.93,0.08,83.81,2023-04-05 18:00:00
0.0,7.45,10.31,18.17,28.31,0.11,73.76,2023-04-05 19:00:00
0.0,7.49,10.31,17.09,31.56,0.09,95.62,2023-04-05 20:00:00
0.0,7.18,9.94,16.29,33.82,0.08,97.39,2023-04-05 21:00:00
0.0,6.69,9.38,15.75,36.26,0.49,99.68,2023-04-05 22:00:00
0.0,6.17,8.94,15.09,40.61,3.43,99.85,2023-04-05 23:00:00
0.0,5.93,8.71,14.41,46.7,25.88,100.0,2023-04-06 00:00:00
0.0,6.4,9.23,13.87,52.14,36.4,100.0,2023-04-06 01:00:00
0.0,5.85,8.07,13.15,60.91,18.45,100.0,2023-04-06 02:00:00
0.0,3.98,5.54,11.59,77.08,15.37,100.0,2023-04-06 03:00:00
0.0,7.63,9.8,10.4,85.48,21.68,100.0,2023-04-06 04:00:00
0.0,6.72,8.94,10.18,87.25,29.91,100.0,2023-04-06 05:00:00
2.17,5.31,7.12,10.14,88.16,77.49,100.0,2023-04-06 06:00:00
14.0,5.06,6.51,10.38,87.77,96.16,98.62,2023-04-06 07:00:00
26.25,6.29,7.89,10.56,88.52,95.42,98.36,2023-04-06 08:00:00
34.75,6.65,8.26,10.92,88.45,63.14,98.3,2023-04-06 09:00:00
47.72,6.6,8.12,11.63,86.17,38.53,98.22,2023-04-06 10:00:00
84.85,6.88,8.42,12.56,83.02,35.82,100.0,2023-04-06 11:00:00
89.75,7.19,8.82,13.35,81.29,45.5,99.77,2023-04-06 12:00:00
162.07,7.07,8.68,13.73,82.09,40.09,100.0,2023-04-06 13:00:00
43.55,7.31,8.98,13.8,83.05,19.06,100.0,2023-04-06 14:00:00
34.05,8.22,10.25,13.62,82.89,12.15,100.0,2023-04-06 15:00:00
164.18,8.33,10.53,13.27,83.48,16.4,99.74,2023-04-06 16:00:00
92.1,7.55,9.73,12.77,85.17,30.29,99.49,2023-04-06 17:00:00
15.27,6.88,9.17,12.08,87.56,45.96,99.23,2023-04-06 18:00:00
0.0,5.95,7.95,11.51,89.44,48.45,99.19,2023-04-06 19:00:00
0.0,6.28,8.25,10.95,91.36,27.71,99.82,2023-04-06 20:00:00
0.0,5.35,7.2,10.71,92.52,20.21,100.0,2023-04-06 21:00:00
0.0,4.75,6.27,10.73,92.82,6.64,100.0,2023-04-06 22:00:00
0.0,5.41,7.02,10.62,93.53,1.02,100.0,2023-04-06 23:00:00
0.0,5.34,6.96,10.54,93.31,2.99,100.0,2023-04-07 00:00:00
0.0,6.26,8.02,10.34,93.08,3.26,99.99,2023-04-07 01:00:00
0.0,6.39,8.31,10.15,92.9,1.72,100.0,2023-04-07 02:00:00
0.0,5.75,7.59,10.03,93.14,2.37,99.6,2023-04-07 03:00:00
0.0,5.31,6.99,10.03,93.22,3.48,100.0,2023-04-07 04:00:00
0.0,5.74,7.63,9.93,93.83,5.33,100.0,2023-04-07 05:00:00
4.18,6.42,8.55,9.95,93.42,23.78,100.0,2023-04-07 06:00:00
17.08,5.58,7.21,10.22,93.06,22.89,100.0,2023-04-07 07:00:00
57.85,6.31,7.94,10.76,90.53,23.65,99.85,2023-04-07 08:00:00
88.53,7.59,9.4,11.29,88.32,15.77,100.0,2023-04-07 09:00:00
173.93,7.76,9.51,12.36,84.56,7.52,99.15,2023-04-07 10:00:00
174.9,6.96,8.36,13.95,79.57,18.05,99.97,2023-04-07 11:00:00
112.35,6.28,7.42,14.8,77.76,37.69,99.84,2023-04-07 12:00:00
126.55,7.68,9.19,15.0,77.67,34.71,98.8,2023-04-07 13:00:00
64.07,7.24,8.86,14.79,79.0,22.32,99.78,2023-04-07 14:00:00
79.05,4.67,5.73,14.3,82.55,4.89,100.0,2023-04-07 15:00:00
191.77,4.02,4.94,13.79,86.09,3.49,98.34,2023-04-07 16:00:00
114.45,4.53,5.73,13.23,89.54,5.38,96.67,2023-04-07 17:00:00
20.08,4.62,6.15,12.56,93.18,5.16,98.37,2023-04-07 18:00:00
0.0,4.49,6.29,12.11,94.48,5.65,93.28,2023-04-07 19:00:00
0.0,3.58,5.41,11.81,95.86,6.48,84.48,2023-04-07 20:00:00
0.0,3.24,5.31,11.62,96.13,4.93,88.08,2023-04-07 21:00:00
0.0,3.79,5.91,11.55,95.68,4.57,78.18,2023-04-07 22:00:00
0.0,3.85,6.11,11.33,95.2,4.15,91.44,2023-04-07 23:00:00
0.0,3.8,6.09,10.97,95.05,3.26,97.78,2023-04-08 00:00:00
0.0,3.61,5.66,10.64,95.63,2.31,95.62,2023-04-08 01:00:00
0.0,3.73,5.48,10.62,95.47,1.44,95.86,2023-04-08 02:00:00
0.0,3.83,5.38,10.69,94.87,0.57,92.25,2023-04-08 03:00:00
0.0,3.76,5.38,10.67,94.62,0.27,94.31,2023-04-08 04:00:00
0.0,3.71,5.42,10.57,94.49,0.21,90.74,2023-04-08 05:00:00
9.85,3.41,4.89,10.61,94.14,0.0,96.24,2023-04-08 06:00:00
42.28,3.69,4.5,11.59,89.11,0.0,99.91,2023-04-08 07:00:00
97.9,3.72,4.31,13.13,82.48,0.0,99.27,2023-04-08 08:00:00
132.15,3.83,4.38,14.74,77.17,0.0,99.98,2023-04-08 09:00:00
187.52,3.98,4.54,16.14,73.75,0.0,99.8,2023-04-08 10:00:00
217.85,4.01,4.56,17.62,70.58,0.0,99.81,2023-04-08 11:00:00
224.38,4.01,4.56,19.3,66.96,0.0,100.0,2023-04-08 12:00:00
240.32,4.09,4.63,20.88,63.62,0.0,100.0,2023-04-08 13:00:00
298.15,4.13,4.67,21.81,61.49,0.0,99.6,2023-04-08 14:00:00
209.02,4.08,4.61,22.03,60.91,0.0,100.0,2023-04-08 15:00:00
119.5,3.88,4.42,21.6,62.27,0.0,97.62,2023-04-08 16:00:00
53.75,3.54,4.21,20.44,66.48,0.0,95.12,2023-04-08 17:00:00
7.88,2.17,4.15,17.63,82.55,0.0,93.99,2023-04-08 18:00:00
0.0,2.1,4.03,15.2,92.59,0.0,88.18,2023-04-08 19:00:00
0.0,1.89,3.42,14.3,96.15,0.0,92.8,2023-04-08 20:00:00
0.0,1.6,2.64,13.77,98.85,0.0,98.45,2023-04-08 21:00:00
0.0,1.11,1.66,13.78,98.5,0.0,95.39,2023-04-08 22:00:00
0.0,0.39,0.54,14.09,96.17,0.0,81.03,2023-04-08 23:00:00
0.0,0.7,0.98,13.56,99.03,0.0,57.96,2023-04-09 00:00:00
0.0,1.32,1.97,12.74,100.0,0.0,36.41,2023-04-09 01:00:00
0.0,1.71,2.67,12.1,100.0,0.0,34.51,2023-04-09 02:00:00
0.0,1.94,3.24,11.86,100.0,0.0,50.32,2023-04-09 03:00:00
0.0,2.13,3.82,11.7,100.0,0.0,77.96,2023-04-09 04:00:00
0.0,2.24,4.34,11.65,100.0,0.0,96.99,2023-04-09 05:00:00
20.6,2.34,4.54,12.42,100.0,0.0,98.68,2023-04-09 06:00:00
132.48,2.99,3.41,14.9,89.29,0.0,98.04,2023-04-09 07:00:00
257.17,2.22,2.57,18.03,77.65,0.0,99.45,2023-04-09 08:00:00
425.17,1.8,1.96,20.02,71.91,0.0,100.0,2023-04-09 09:00:00
623.78,1.24,1.29,21.76,66.67,0.0,83.74,2023-04-09 10:00:00
440.67,0.95,0.94,23.24,62.25,0.0,99.92,2023-04-09 11:00:00
413.75,1.07,1.07,24.37,58.89,0.0,99.82,2023-04-09 12:00:00
435.35,1.32,1.34,25.14,56.55,0.0,99.85,2023-04-09 13:00:00
385.67,1.58,1.65,25.36,55.28,0.0,100.0,2023-04-09 14:00:00
378.77,1.91,2.06,25.0,55.66,0.0,98.84,2023-04-09 15:00:00
212.82,2.35,2.72,23.87,59.18,0.0,97.07,2023-04-09 16:00:00
105.95,2.37,3.27,22.77,65.21,0.0,94.48,2023-04-09 17:00:00
15.52,1.88,4.0,20.53,81.43,0.0,96.94,2023-04-09 18:00:00
0.0,2.27,4.84,18.66,87.62,0.0,94.76,2023-04-09 19:00:00
0.0,2.38,5.4,17.94,90.27,0.0,97.75,2023-04-09 20:00:00
0.0,2.41,5.51,17.38,92.77,0.0,96.23,2023-04-09 21:00:00
0.0,2.35,5.38,16.83,95.08,0.0,67.02,2023-04-09 22:00:00
0.0,2.23,5.09,16.41,96.9,0.0,59.28,2023-04-09 23:00:00
0.0,2.14,4.88,15.92,99.27,0.0,54.33,2023-04-10 00:00:00
0.0,2.12,4.75,15.29,100.0,0.0,13.19,2023-04-10 01:00:00
0.0,2.16,4.55,14.61,100.0,0.0,31.23,2023-04-10 02:00:00
0.0,2.14,4.29,14.19,100.0,0.0,49.07,2023-04-10 03:00:00
0.0,2.13,4.07,13.72,100.0,0.0,69.39,2023-04-10 04:00:00
0.0,2.14,3.95,13.25,100.0,0.0,92.79,2023-04-10 05:00:00
17.23,2.04,3.84,13.86,100.0,0.0,95.61,2023-04-10 06:00:00
102.05,2.7,3.09,16.59,87.59,0.0,95.97,2023-04-10 07:00:00
209.52,2.05,2.17,18.69,77.57,0.0,95.81,2023-04-10 08:00:00
263.1,2.12,2.36,20.6,69.04,0.0,99.11,2023-04-10 09:00:00
346.92,2.67,3.02,22.0,62.93,0.0,97.94,2023-04-10 10:00:00
323.3,2.9,3.3,22.58,60.27,0.0,98.62,2023-04-10 11:00:00
406.75,3.05,3.44,23.45,57.42,0.0,99.23,2023-04-10 12:00:00
432.25,3.16,3.57,23.84,55.62,0.0,99.51,2023-04-10 13:00:00
520.12,3.11,3.62,23.04,57.43,0.0,91.61,2023-04-10 14:00:00
474.12,3.08,3.62,22.54,59.06,0.0,66.78,2023-04-10 15:00:00
311.77,3.13,3.69,22.27,60.04,0.0,53.68,2023-04-10 16:00:00
170.35,2.88,3.67,21.49,63.36,0.0,42.07,2023-04-10 17:00:00
30.88,1.85,3.84,19.57,78.66,0.0,28.86,2023-04-10 18:00:00
0.0,2.02,4.24,18.07,85.05,0.0,15.74,2023-04-10 19:00:00
0.0,2.03,4.38,17.48,86.58,0.0,4.1,2023-04-10 20:00:00
0.0,2.04,4.4,16.79,88.66,0.0,1.54,2023-04-10 21:00:00
0.0,2.09,4.36,15.83,91.69,0.0,1.03,2023-04-10 22:00:00
0.0,2.16,4.23,14.66,95.6,0.0,0.76,2023-04-10 23:00:00
0.0,2.1,3.98,13.79,100.0,0.0,0.5,2023-04-11 00:00:00
0.0,1.98,3.56,13.12,100.0,0.0,0.24,2023-04-11 01:00:00
0.0,1.84,3.12,12.68,100.0,0.0,1.15,2023-04-11 02:00:00
0.0,1.72,2.77,12.46,100.0,0.0,2.05,2023-04-11 03:00:00
0.0,1.83,2.98,12.09,100.0,0.0,2.05,2023-04-11 04:00:00
0.0,2.12,3.68,11.59,100.0,0.0,2.05,2023-04-11 05:00:00
33.2,2.35,4.49,12.26,100.0,0.0,3.72,2023-04-11 06:00:00
223.48,3.56,4.14,15.59,85.95,0.0,0.27,2023-04-11 07:00:00
436.75,3.39,3.85,18.47,70.44,0.0,8.95,2023-04-11 08:00:00
644.88,3.34,3.78,20.61,60.95,0.0,10.87,2023-04-11 09:00:00
729.25,3.51,3.99,21.91,55.6,0.0,41.92,2023-04-11 10:00:00
808.12,3.72,4.21,23.17,51.48,0.0,51.26,2023-04-11 11:00:00
839.58,3.87,4.37,24.09,48.61,0.0,60.66,2023-04-11 12:00:00
793.6,4.0,4.53,24.48,46.83,0.0,49.18,2023-04-11 13:00:00
697.95,4.12,4.7,25.02,44.6,0.0,49.75,2023-04-11 14:00:00
571.17,4.26,4.9,25.0,43.06,0.0,42.61,2023-04-11 15:00:00
399.23,4.33,5.09,24.43,42.83,0.0,35.78,2023-04-11 16:00:00
210.25,4.05,5.23,23.16,45.73,0.0,30.96,2023-04-11 17:00:00
37.15,2.61,5.47,19.64,66.13,0.0,26.14,2023-04-11 18:00:00
0.0,2.84,5.67,17.02,76.0,0.0,21.53,2023-04-11 19:00:00
0.0,2.8,5.41,16.13,79.08,0.0,17.95,2023-04-11 20:00:00
0.0,2.71,4.98,15.39,81.3,0.0,14.36,2023-04-11 21:00:00
0.0,2.6,4.56,14.8,82.17,0.0,10.77,2023-04-11 22:00:00
0.0,2.5,4.27,14.28,82.79,0.0,7.18,2023-04-11 23:00:00
0.0,2.44,4.13,13.76,83.87,0.0,3.59,2023-04-12 00:00:00
0.0,2.38,4.0,13.27,85.42,0.0,0.0,2023-04-12 01:00:00
0.0,2.22,3.67,12.92,87.06,0.0,2.45,2023-04-12 02:00:00
0.0,1.97,3.17,12.59,90.71,0.0,4.9,2023-04-12 03:00:00
0.0,1.63,2.62,12.57,93.66,0.0,7.35,2023-04-12 04:00:00
0.0,1.32,2.08,12.44,96.44,0.0,9.8,2023-04-12 05:00:00
39.08,1.02,1.58,12.78,96.57,0.0,12.54,2023-04-12 06:00:00
235.07,0.95,1.11,14.71,87.37,0.0,15.07,2023-04-12 07:00:00
454.38,1.14,1.39,18.5,67.52,0.0,18.24,2023-04-12 08:00:00
656.12,1.61,1.72,22.2,49.03,0.0,20.52,2023-04-12 09:00:00
807.03,1.87,1.99,23.66,44.98,0.0,24.21,2023-04-12 10:00:00
913.65,2.18,2.32,24.81,42.41,0.0,23.38,2023-04-12 11:00:00
827.67,2.5,2.65,25.67,40.64,0.0,35.33,2023-04-12 12:00:00
860.12,2.79,2.96,26.23,39.37,0.0,48.02,2023-04-12 13:00:00
787.33,3.05,3.24,26.42,38.9,0.0,25.36,2023-04-12 14:00:00
637.0,3.29,3.53,26.19,39.07,0.0,26.55,2023-04-12 15:00:00
439.58,3.59,4.01,25.47,40.26,0.0,28.03,2023-04-12 16:00:00
224.62,3.76,4.61,24.15,43.71,0.0,25.37,2023-04-12 17:00:00
41.15,2.65,5.61,20.75,62.88,0.0,20.71,2023-04-12 18:00:00
0.0,2.99,6.63,18.1,72.65,0.0,17.49,2023-04-12 19:00:00
0.0,3.1,7.08,17.23,75.33,0.0,14.61,2023-04-12 20:00:00
0.0,3.23,7.37,16.44,78.9,0.0,11.73,2023-04-12 21:00:00
0.0,3.39,7.5,15.7,83.68,0.0,8.84,2023-04-12 22:00:00
0.0,3.56,7.4,15.03,89.19,0.0,5.96,2023-04-12 23:00:00
0.0,3.45,7.01,14.34,95.43,0.0,3.08,2023-04-13 00:00:00
0.0,2.97,6.44,13.53,100.0,0.0,5.81,2023-04-13 01:00:00
0.0,2.58,5.83,12.89,100.0,0.0,0.51,2023-04-13 02:00:00
0.0,2.41,5.12,12.38,100.0,0.0,2.72,2023-04-13 03:00:00
0.0,2.31,4.41,11.95,100.0,0.0,1.62,2023-04-13 04:00:00
0.0,2.16,3.74,11.66,100.0,0.0,0.51,2023-04-13 05:00:00
41.47,1.81,3.18,12.56,100.0,0.0,14.16,2023-04-13 06:00:00
222.85,2.44,2.98,15.93,86.74,0.0,26.96,2023-04-13 07:00:00
420.45,2.94,3.43,19.15,70.15,0.0,39.16,2023-04-13 08:00:00
635.78,2.88,3.21,21.81,56.09,0.0,24.65,2023-04-13 09:00:00
835.92,2.69,2.92,23.82,47.98,0.0,11.74,2023-04-13 10:00:00
936.83,2.61,2.79,25.32,43.0,0.0,13.99,2023-04-13 11:00:00
959.35,2.56,2.7,26.39,39.87,0.0,18.21,2023-04-13 12:00:00
937.47,2.57,2.7,27.08,37.85,0.0,11.69,2023-04-13 13:00:00
784.83,2.66,2.79,27.38,36.68,0.0,18.77,2023-04-13 14:00:00
680.88,2.94,3.13,27.35,35.94,0.0,7.75,2023-04-13 15:00:00
476.2,3.41,3.79,26.81,36.15,0.0,9.01,2023-04-13 16:00:00
241.3,3.72,4.71,25.51,39.42,0.0,24.84,2023-04-13 17:00:00
43.15,2.87,6.24,21.8,58.35,0.0,42.44,2023-04-13 18:00:00
0.0,3.46,7.89,19.1,66.9,0.0,61.89,2023-04-13 19:00:00
0.0,4.02,8.67,18.44,68.94,0.0,79.96,2023-04-13 20:00:00
0.0,4.69,8.95,18.03,71.52,0.0,58.53,2023-04-13 21:00:00
0.0,5.48,9.31,17.66,74.91,0.0,49.19,2023-04-13 22:00:00
0.0,5.49,8.83,17.06,80.71,0.0,47.62,2023-04-13 23:00:00
0.0,4.75,7.81,16.27,88.41,0.0,45.09,2023-04-14 00:00:00
0.0,4.33,7.2,15.89,93.69,0.0,25.13,2023-04-14 01:00:00
0.0,3.76,6.92,15.44,98.73,0.0,40.46,2023-04-14 02:00:00
0.0,3.5,6.68,15.35,100.0,0.0,66.41,2023-04-14 03:00:00
0.0,3.34,6.34,15.7,99.39,0.0,93.23,2023-04-14 04:00:00
0.0,3.44,6.27,16.03,98.49,0.0,97.26,2023-04-14 05:00:00
19.45,3.82,6.03,16.56,96.22,0.2,98.29,2023-04-14 06:00:00
90.3,4.38,5.52,18.11,89.67,0.24,99.15,2023-04-14 07:00:00
98.75,6.38,8.36,21.5,75.3,0.41,100.0,2023-04-14 08:00:00
164.68,7.33,9.1,24.17,65.83,1.33,99.74,2023-04-14 09:00:00
215.6,7.02,8.56,25.77,62.57,1.98,99.38,2023-04-14 10:00:00
255.73,6.8,8.21,27.24,59.08,2.12,99.15,2023-04-14 11:00:00
271.7,6.8,8.2,28.22,56.73,2.06,98.66,2023-04-14 12:00:00
393.67,6.86,8.31,28.4,56.43,1.94,98.72,2023-04-14 13:00:00
400.5,6.87,8.23,29.26,53.53,1.55,95.83,2023-04-14 14:00:00
410.65,6.94,8.4,29.42,52.5,1.46,79.14,2023-04-14 15:00:00
308.33,6.7,8.24,28.9,54.14,1.12,63.36,2023-04-14 16:00:00
149.3,6.04,7.75,27.62,59.68,0.97,75.81,2023-04-14 17:00:00
28.25,4.88,7.79,25.18,73.5,0.61,86.99,2023-04-14 18:00:00
0.0,5.6,8.7,23.31,86.27,0.33,100.0,2023-04-14 19:00:00
0.0,5.76,8.23,22.36,93.65,0.38,100.0,2023-04-14 20:00:00
0.0,4.94,7.51,21.86,96.02,0.52,96.04,2023-04-14 21:00:00
0.0,4.28,7.14,21.41,97.06,0.53,82.16,2023-04-14 22:00:00
0.0,4.06,6.8,21.21,96.91,0.54,96.4,2023-04-14 23:00:00
0.0,4.05,6.88,20.99,97.17,0.63,100.0,2023-04-15 00:00:00
0.0,4.42,7.25,20.95,96.99,0.78,100.0,2023-04-15 01:00:00
0.0,4.11,7.06,20.91,97.18,0.67,100.0,2023-04-15 02:00:00
0.0,3.56,6.69,20.62,98.55,0.75,99.69,2023-04-15 03:00:00
0.0,2.92,6.35,20.04,100.0,0.84,91.55,2023-04-15 04:00:00
0.0,2.5,5.74,19.45,100.0,0.99,48.06,2023-04-15 05:00:00
31.7,2.47,5.11,19.51,100.0,0.31,58.99,2023-04-15 06:00:00
149.88,3.68,4.58,21.77,92.17,0.34,66.56,2023-04-15 07:00:00
255.43,4.32,5.13,23.9,80.95,0.33,75.13,2023-04-15 08:00:00
387.85,4.5,5.21,26.38,66.54,0.31,83.11,2023-04-15 09:00:00
690.22,4.34,5.0,28.5,55.58,0.25,48.4,2023-04-15 10:00:00
845.58,4.02,4.66,30.2,47.87,0.31,30.67,2023-04-15 11:00:00
952.62,3.56,4.2,31.55,42.52,0.36,13.87,2023-04-15 12:00:00
927.62,3.3,4.0,32.71,36.95,0.3,5.74,2023-04-15 13:00:00
824.92,4.32,5.18,33.44,31.14,0.26,7.84,2023-04-15 14:00:00
666.0,6.26,7.55,33.25,25.57,0.2,9.26,2023-04-15 15:00:00
471.45,7.77,9.76,31.91,22.17,0.15,6.44,2023-04-15 16:00:00
253.18,7.95,10.79,29.34,23.82,0.01,4.81,2023-04-15 17:00:00
50.1,6.19,10.23,25.5,31.46,0.0,3.43,2023-04-15 18:00:00
0.0,5.37,10.29,22.22,39.9,0.0,2.05,2023-04-15 19:00:00
0.0,6.42,10.62,21.23,41.57,0.0,1.76,2023-04-15 20:00:00
0.0,6.95,10.78,19.99,44.87,0.0,1.47,2023-04-15 21:00:00
0.0,6.92,10.63,18.7,48.23,0.0,1.17,2023-04-15 22:00:00
0.0,6.43,10.11,17.36,51.85,0.0,0.88,2023-04-15 23:00:00
0.0,5.88,9.52,16.08,56.09,0.0,0.59,2023-04-16 00:00:00
0.0,5.82,9.34,15.04,59.81,0.0,0.3,2023-04-16 01:00:00
0.0,5.85,9.22,14.15,62.89,0.0,0.0,2023-04-16 02:00:00
0.0,5.47,8.78,13.23,66.83,0.0,0.04,2023-04-16 03:00:00
0.0,5.01,8.26,12.26,71.4,0.0,0.07,2023-04-16 04:00:00
0.0,4.59,7.85,11.33,75.16,0.0,0.11,2023-04-16 05:00:00
55.97,4.81,7.21,11.26,74.4,0.0,0.14,2023-04-16 06:00:00
275.52,5.97,7.72,13.57,56.26,0.0,0.18,2023-04-16 07:00:00
