ALLSKY_SFC_SW_DWN,WS10M,WS50M,T2M,RH2M,PRECTOTCORR,CLOUD_AMT,datetime
512.53,6.99,8.69,16.2,36.97,0.0,0.21,2023-04-16 08:00:00
722.5,7.01,8.42,18.27,29.15,0.0,0.25,2023-04-16 09:00:00
885.33,6.65,7.86,20.26,24.87,0.0,0.28,2023-04-16 10:00:00
988.15,6.29,7.39,22.1,22.15,0.0,0.32,2023-04-16 11:00:00
1023.25,5.91,6.9,23.6,20.31,0.0,0.35,2023-04-16 12:00:00
985.78,5.46,6.38,24.67,19.13,0.0,0.39,2023-04-16 13:00:00
880.08,4.94,5.78,25.27,18.49,0.0,0.4,2023-04-16 14:00:00
714.88,4.31,5.04,25.36,18.13,0.0,0.42,2023-04-16 15:00:00
503.7,3.62,4.21,24.86,18.21,0.0,0.44,2023-04-16 16:00:00
267.6,2.91,3.64,23.51,21.01,0.0,0.45,2023-04-16 17:00:00
52.2,2.23,4.19,19.23,48.52,0.0,0.47,2023-04-16 18:00:00
0.0,2.96,5.45,15.82,54.69,0.0,0.48,2023-04-16 19:00:00
0.0,3.1,6.12,14.55,56.67,0.0,0.5,2023-04-16 20:00:00
0.0,3.01,5.88,13.46,61.04,0.0,0.51,2023-04-16 21:00:00
0.0,2.78,5.04,12.66,65.82,0.0,12.67,2023-04-16 22:00:00
0.0,2.45,4.13,12.25,67.93,0.0,5.62,2023-04-16 23:00:00
0.0,2.07,3.25,12.33,66.11,0.0,13.71,2023-04-17 00:00:00
0.0,1.67,2.51,12.59,62.44,0.0,15.79,2023-04-17 01:00:00
0.0,1.24,1.85,12.76,60.52,0.0,6.64,2023-04-17 02:00:00
0.0,0.9,1.28,13.39,56.19,0.0,11.72,2023-04-17 03:00:00
0.0,0.76,1.07,12.98,56.85,0.0,20.9,2023-04-17 04:00:00
0.0,0.87,1.27,12.23,59.62,0.0,28.25,2023-04-17 05:00:00
49.85,1.05,1.59,12.49,65.13,0.0,22.03,2023-04-17 06:00:00
248.02,1.42,1.68,15.2,49.75,0.0,17.5,2023-04-17 07:00:00
480.12,2.01,2.56,18.47,36.83,0.0,12.56,2023-04-17 08:00:00
694.7,3.68,4.22,22.27,23.6,0.0,2.05,2023-04-17 09:00:00
858.0,3.91,4.37,24.26,20.77,0.0,1.55,2023-04-17 10:00:00
956.95,4.13,4.58,25.92,18.99,0.0,4.17,2023-04-17 11:00:00
932.5,4.54,5.04,27.26,17.83,0.0,52.11,2023-04-17 12:00:00
899.0,5.06,5.67,28.01,17.29,0.0,51.19,2023-04-17 13:00:00
742.4,5.44,6.29,27.17,18.5,0.0,62.09,2023-04-17 14:00:00
492.52,5.87,7.04,26.03,20.57,0.0,83.78,2023-04-17 15:00:00
307.92,6.17,7.7,24.98,23.28,0.0,95.48,2023-04-17 16:00:00
153.93,5.51,7.46,23.57,28.71,0.0,96.46,2023-04-17 17:00:00
29.58,3.37,6.75,20.48,45.23,0.0,98.42,2023-04-17 18:00:00
0.0,2.95,6.36,17.23,63.31,0.0,99.54,2023-04-17 19:00:00
0.0,3.47,7.55,17.56,62.99,0.0,99.77,2023-04-17 20:00:00
0.0,6.48,9.97,18.23,58.08,0.0,99.44,2023-04-17 21:00:00
0.0,6.58,9.57,17.35,65.55,0.0,100.0,2023-04-17 22:00:00
0.0,5.14,8.21,16.43,74.13,0.0,100.0,2023-04-17 23:00:00
0.0,4.65,7.93,16.04,79.54,0.01,86.13,2023-04-18 00:00:00
0.0,5.7,8.98,16.29,80.87,0.08,96.26,2023-04-18 01:00:00
0.0,6.05,8.84,16.3,84.05,0.12,99.59,2023-04-18 02:00:00
0.0,5.55,8.14,16.12,88.48,0.08,83.38,2023-04-18 03:00:00
0.0,5.39,8.09,15.94,91.87,0.05,81.61,2023-04-18 04:00:00
0.0,4.34,7.26,15.4,96.83,0.13,98.05,2023-04-18 05:00:00
17.12,4.8,7.45,16.21,93.54,0.04,98.63,2023-04-18 06:00:00
68.72,6.18,7.93,18.5,82.59,0.04,99.32,2023-04-18 07:00:00
116.68,7.2,9.01,21.28,69.14,0.06,100.0,2023-04-18 08:00:00
171.05,7.59,9.28,23.0,62.83,0.18,100.0,2023-04-18 09:00:00
186.45,7.46,8.93,24.55,58.45,0.36,100.0,2023-04-18 10:00:00
134.62,7.4,8.87,25.8,55.37,0.49,99.89,2023-04-18 11:00:00
270.1,7.51,9.09,26.32,54.98,0.53,99.8,2023-04-18 12:00:00
390.0,7.56,9.21,26.79,54.68,0.52,100.0,2023-04-18 13:00:00
376.02,7.58,9.31,27.0,54.97,0.56,90.87,2023-04-18 14:00:00
321.7,7.45,9.31,26.99,55.59,0.53,96.15,2023-04-18 15:00:00
224.18,7.37,9.43,26.47,57.67,0.31,97.21,2023-04-18 16:00:00
105.7,7.41,9.85,25.83,59.75,0.29,94.0,2023-04-18 17:00:00
21.25,6.69,9.87,24.51,64.05,0.39,92.17,2023-04-18 18:00:00
0.0,6.88,10.5,23.09,68.77,0.26,86.92,2023-04-18 19:00:00
0.0,6.92,10.18,21.95,73.0,0.11,85.11,2023-04-18 20:00:00
0.0,5.88,8.75,20.67,79.6,0.06,76.18,2023-04-18 21:00:00
0.0,5.49,8.27,19.72,85.5,0.03,66.63,2023-04-18 22:00:00
0.0,5.31,7.99,19.01,90.9,0.02,89.97,2023-04-18 23:00:00
0.0,5.19,7.73,18.55,94.69,0.03,97.86,2023-04-19 00:00:00
0.0,5.33,8.19,18.65,95.23,0.04,99.91,2023-04-19 01:00:00
0.0,5.77,8.59,19.02,95.02,0.05,98.43,2023-04-19 02:00:00
0.0,4.88,7.54,18.92,96.34,0.07,98.37,2023-04-19 03:00:00
0.0,4.0,6.74,18.88,97.24,0.1,98.91,2023-04-19 04:00:00
0.0,3.63,6.62,18.86,97.9,0.1,98.4,2023-04-19 05:00:00
10.82,4.56,7.03,19.49,95.27,0.01,98.97,2023-04-19 06:00:00
54.5,5.54,7.19,21.35,87.81,0.01,99.49,2023-04-19 07:00:00
102.7,7.07,8.93,23.59,76.86,0.01,100.0,2023-04-19 08:00:00
192.23,7.54,9.22,25.5,66.8,0.02,99.1,2023-04-19 09:00:00
347.88,7.64,9.18,27.18,59.62,0.03,98.36,2023-04-19 10:00:00
447.33,7.56,9.0,28.54,54.0,0.02,98.84,2023-04-19 11:00:00
449.25,7.53,8.97,29.41,50.34,0.02,99.51,2023-04-19 12:00:00
562.6,7.56,9.02,30.09,47.13,0.02,98.64,2023-04-19 13:00:00
463.0,7.72,9.24,30.5,45.04,0.02,95.02,2023-04-19 14:00:00
426.35,7.77,9.36,30.26,45.79,0.02,97.55,2023-04-19 15:00:00
291.92,7.87,9.59,29.34,48.84,0.02,95.17,2023-04-19 16:00:00
133.43,8.07,10.25,27.64,54.84,0.01,77.68,2023-04-19 17:00:00
33.0,7.27,9.97,25.72,61.8,0.01,58.14,2023-04-19 18:00:00
0.0,6.43,9.53,23.78,69.4,0.01,36.68,2023-04-19 19:00:00
0.0,6.72,9.87,22.57,74.34,0.01,19.44,2023-04-19 20:00:00
0.0,7.01,10.06,21.86,77.75,0.01,47.11,2023-04-19 21:00:00
0.0,6.45,9.45,21.2,82.48,0.01,93.78,2023-04-19 22:00:00
0.0,5.64,8.36,20.53,87.75,0.01,99.95,2023-04-19 23:00:00
0.0,5.0,7.7,19.85,92.83,0.01,99.94,2023-04-20 00:00:00
0.0,4.87,7.6,19.43,96.16,0.0,99.43,2023-04-20 01:00:00
0.0,4.3,7.12,19.25,97.36,0.0,97.61,2023-04-20 02:00:00
0.0,4.11,7.1,19.32,97.21,0.01,98.41,2023-04-20 03:00:00
0.0,4.3,7.22,19.61,96.56,0.01,95.89,2023-04-20 04:00:00
0.0,3.73,6.88,19.67,97.46,0.01,98.49,2023-04-20 05:00:00
18.8,3.99,6.48,20.34,95.4,11.5,97.95,2023-04-20 06:00:00
85.32,4.48,5.69,21.98,89.92,18.45,98.54,2023-04-20 07:00:00
131.62,5.11,6.45,23.69,83.85,32.12,97.87,2023-04-20 08:00:00
255.12,5.73,7.08,25.24,76.56,29.88,91.95,2023-04-20 09:00:00
458.23,5.88,7.12,27.18,68.22,43.94,78.4,2023-04-20 10:00:00
497.8,5.63,6.72,28.72,62.85,40.86,92.85,2023-04-20 11:00:00
693.03,5.3,6.3,29.77,59.41,40.4,87.46,2023-04-20 12:00:00
568.53,5.03,6.04,29.71,59.84,44.95,75.1,2023-04-20 13:00:00
502.3,5.2,6.25,29.81,60.17,49.48,82.28,2023-04-20 14:00:00
410.3,5.57,6.81,29.42,62.62,41.47,83.04,2023-04-20 15:00:00
252.5,5.91,7.59,28.29,68.67,38.06,94.15,2023-04-20 16:00:00
111.32,6.1,8.25,26.85,77.41,34.17,94.65,2023-04-20 17:00:00
22.42,6.48,9.27,24.9,86.6,38.07,97.41,2023-04-20 18:00:00
0.0,7.09,10.02,23.08,92.05,21.53,100.0,2023-04-20 19:00:00
0.0,7.23,10.09,21.96,93.74,15.88,100.0,2023-04-20 20:00:00
0.0,6.7,9.49,21.26,95.28,14.68,99.91,2023-04-20 21:00:00
0.0,4.95,7.67,20.78,96.54,20.83,100.0,2023-04-20 22:00:00
0.0,1.39,2.77,20.06,98.33,31.09,100.0,2023-04-20 23:00:00
0.0,2.8,4.52,19.93,97.41,30.43,99.91,2023-04-21 00:00:00
0.0,5.48,7.67,19.62,96.24,25.88,93.87,2023-04-21 01:00:00
0.0,4.92,6.99,18.56,95.39,17.78,75.01,2023-04-21 02:00:00
0.0,3.14,5.38,17.29,95.35,11.77,42.22,2023-04-21 03:00:00
0.0,2.02,4.23,16.24,95.46,9.72,40.97,2023-04-21 04:00:00
0.0,1.69,3.7,15.64,94.64,11.99,68.71,2023-04-21 05:00:00
23.05,2.22,3.75,15.98,90.09,0.1,81.65,2023-04-21 06:00:00
67.88,3.3,3.9,16.72,83.87,0.12,91.45,2023-04-21 07:00:00
117.55,4.03,4.75,18.33,74.17,0.14,98.21,2023-04-21 08:00:00
354.6,5.12,6.11,20.1,61.08,0.12,77.91,2023-04-21 09:00:00
529.28,5.48,6.52,21.36,54.23,0.07,73.46,2023-04-21 10:00:00
712.45,5.33,6.35,22.98,48.84,0.02,61.78,2023-04-21 11:00:00
805.78,5.0,5.96,24.95,45.25,0.0,47.0,2023-04-21 12:00:00
847.67,4.74,5.67,26.3,43.57,0.0,29.71,2023-04-21 13:00:00
834.1,4.65,5.58,26.95,42.39,0.0,11.87,2023-04-21 14:00:00
674.53,4.5,5.39,26.93,41.92,0.0,13.63,2023-04-21 15:00:00
476.85,4.18,5.06,26.39,41.57,0.0,14.96,2023-04-21 16:00:00
256.6,3.5,4.77,25.08,45.87,0.0,13.33,2023-04-21 17:00:00
55.85,2.51,5.49,21.79,66.67,0.0,11.23,2023-04-21 18:00:00
0.0,3.1,6.99,18.81,74.38,0.0,9.91,2023-04-21 19:00:00
0.0,3.44,7.73,17.87,77.26,0.0,8.26,2023-04-21 20:00:00
0.0,3.55,7.78,16.93,80.24,0.0,6.61,2023-04-21 21:00:00
0.0,3.44,7.64,16.05,82.21,0.0,4.96,2023-04-21 22:00:00
0.0,3.36,7.57,15.24,82.41,0.0,3.3,2023-04-21 23:00:00
0.0,3.36,7.62,14.54,81.43,0.0,1.65,2023-04-22 00:00:00
0.0,3.36,7.66,13.88,81.37,0.0,0.0,2023-04-22 01:00:00
0.0,3.38,7.72,13.35,82.33,0.0,1.2,2023-04-22 02:00:00
0.0,3.41,7.75,12.87,84.72,0.0,2.39,2023-04-22 03:00:00
0.0,3.35,7.58,12.34,88.93,0.01,3.59,2023-04-22 04:00:00
0.0,3.04,6.96,11.66,94.65,0.01,4.79,2023-04-22 05:00:00
62.62,3.15,5.78,12.46,93.22,0.63,5.54,2023-04-22 06:00:00
267.92,3.27,3.79,14.96,83.99,0.11,7.9,2023-04-22 07:00:00
494.67,4.35,5.69,18.7,65.8,0.01,9.05,2023-04-22 08:00:00
697.3,5.98,7.13,21.91,47.53,0.0,10.11,2023-04-22 09:00:00
849.42,5.45,6.31,23.85,40.7,0.0,12.38,2023-04-22 10:00:00
905.15,4.88,5.57,25.32,37.5,0.0,29.26,2023-04-22 11:00:00
911.65,4.55,5.17,26.32,36.71,0.03,43.7,2023-04-22 12:00:00
798.7,4.42,5.03,26.95,37.17,0.25,39.38,2023-04-22 13:00:00
573.65,4.47,5.13,27.15,38.64,0.88,93.73,2023-04-22 14:00:00
274.85,4.49,5.23,26.92,40.55,1.09,98.87,2023-04-22 15:00:00
143.23,4.58,5.56,25.97,43.0,0.69,99.35,2023-04-22 16:00:00
73.82,4.51,6.36,24.58,49.19,0.61,97.62,2023-04-22 17:00:00
15.93,4.53,7.81,22.46,59.19,0.49,95.4,2023-04-22 18:00:00
0.0,5.24,8.86,20.56,66.51,0.6,87.59,2023-04-22 19:00:00
0.0,5.09,8.43,19.21,71.61,1.5,99.7,2023-04-22 20:00:00
0.0,4.13,7.23,18.03,76.13,3.01,100.0,2023-04-22 21:00:00
0.0,3.77,6.65,17.14,79.94,3.15,99.75,2023-04-22 22:00:00
0.0,4.49,7.1,16.59,82.45,2.21,96.71,2023-04-22 23:00:00
0.0,4.83,7.18,16.06,85.7,0.89,84.1,2023-04-23 00:00:00
0.0,4.41,6.43,15.53,88.47,0.73,70.32,2023-04-23 01:00:00
0.0,4.44,6.22,14.93,90.9,1.98,98.37,2023-04-23 02:00:00
0.0,5.7,7.33,14.02,92.81,1.54,94.67,2023-04-23 03:00:00
0.0,6.29,7.9,12.89,94.17,1.41,99.85,2023-04-23 04:00:00
0.0,5.06,6.41,11.84,94.95,1.29,100.0,2023-04-23 05:00:00
12.88,4.6,5.73,11.63,93.75,0.06,100.0,2023-04-23 06:00:00
59.33,6.16,7.41,12.42,89.28,0.16,100.0,2023-04-23 07:00:00
113.95,5.73,6.64,13.74,83.03,0.48,100.0,2023-04-23 08:00:00
210.5,6.56,7.77,13.97,79.59,1.04,99.7,2023-04-23 09:00:00
299.08,7.58,9.02,14.06,77.57,2.1,100.0,2023-04-23 10:00:00
381.7,8.5,10.23,14.02,77.09,3.06,99.43,2023-04-23 11:00:00
337.15,8.91,10.73,14.82,71.92,2.57,100.0,2023-04-23 12:00:00
254.32,8.89,10.69,15.84,65.82,0.9,100.0,2023-04-23 13:00:00
241.62,8.81,10.55,17.27,59.4,0.59,99.06,2023-04-23 14:00:00
233.43,8.24,9.82,18.03,56.96,1.09,98.6,2023-04-23 15:00:00
122.85,7.63,9.17,17.76,58.31,1.63,100.0,2023-04-23 16:00:00
57.45,6.89,8.53,16.8,62.14,1.39,100.0,2023-04-23 17:00:00
8.0,5.43,7.32,15.38,68.26,0.28,100.0,2023-04-23 18:00:00
0.0,4.17,6.59,14.0,75.5,0.02,99.98,2023-04-23 19:00:00
0.0,4.2,5.98,13.47,78.44,0.06,99.98,2023-04-23 20:00:00
0.0,4.29,5.81,13.12,80.6,0.1,99.99,2023-04-23 21:00:00
0.0,4.53,6.0,12.89,81.62,0.04,99.99,2023-04-23 22:00:00
0.0,4.56,6.11,12.56,82.74,0.02,99.99,2023-04-23 23:00:00
0.0,4.65,6.34,12.19,83.65,0.03,99.99,2023-04-24 00:00:00
0.0,4.9,6.67,11.77,84.72,0.04,100.0,2023-04-24 01:00:00
0.0,4.66,6.29,11.41,86.17,0.04,98.93,2023-04-24 02:00:00
0.0,4.18,5.74,11.1,87.48,0.07,99.48,2023-04-24 03:00:00
0.0,3.6,4.96,10.86,88.66,0.14,98.96,2023-04-24 04:00:00
0.0,3.51,4.68,10.79,88.36,0.16,98.94,2023-04-24 05:00:00
15.9,3.63,4.63,10.9,86.4,0.06,99.32,2023-04-24 06:00:00
68.82,3.76,4.5,11.62,80.54,0.05,99.66,2023-04-24 07:00:00
118.12,3.36,3.88,12.72,74.26,0.06,100.0,2023-04-24 08:00:00
267.75,3.01,3.38,13.82,69.91,0.06,99.32,2023-04-24 09:00:00
407.95,2.83,3.13,15.14,65.74,0.03,100.0,2023-04-24 10:00:00
519.22,2.86,3.12,16.71,61.51,0.01,98.98,2023-04-24 11:00:00
741.6,3.22,3.5,18.09,58.16,0.0,76.24,2023-04-24 12:00:00
828.12,3.54,3.82,19.58,55.03,0.0,40.88,2023-04-24 13:00:00
776.17,3.68,3.99,20.91,52.69,0.0,14.83,2023-04-24 14:00:00
643.42,3.71,4.09,21.4,52.45,0.01,16.1,2023-04-24 15:00:00
303.45,3.83,4.41,21.03,54.45,0.01,94.05,2023-04-24 16:00:00
151.62,3.93,4.83,20.3,57.74,0.01,94.48,2023-04-24 17:00:00
29.23,2.82,5.09,18.88,67.34,0.01,97.81,2023-04-24 18:00:00
0.0,2.4,5.52,17.16,78.52,0.01,99.71,2023-04-24 19:00:00
0.0,2.56,5.87,16.49,81.37,0.0,99.85,2023-04-24 20:00:00
0.0,2.72,6.2,16.01,83.57,0.0,99.88,2023-04-24 21:00:00
0.0,2.92,6.59,15.48,86.15,0.01,98.77,2023-04-24 22:00:00
0.0,2.94,6.66,14.92,89.27,0.02,88.97,2023-04-24 23:00:00
0.0,3.02,6.75,14.65,91.44,0.04,84.55,2023-04-25 00:00:00
0.0,2.96,6.56,14.23,94.96,0.06,71.73,2023-04-25 01:00:00
0.0,2.75,6.14,13.7,99.64,0.08,57.88,2023-04-25 02:00:00
0.0,2.47,5.7,13.13,100.0,0.1,86.64,2023-04-25 03:00:00
0.0,2.43,5.65,13.02,100.0,0.11,72.84,2023-04-25 04:00:00
0.0,2.34,5.4,13.17,100.0,0.15,94.8,2023-04-25 05:00:00
17.52,2.93,4.91,14.25,96.47,1.35,98.44,2023-04-25 06:00:00
86.12,3.44,4.15,16.08,88.91,1.32,97.26,2023-04-25 07:00:00
148.12,3.8,4.53,18.41,80.23,1.17,98.15,2023-04-25 08:00:00
223.38,4.07,4.72,20.11,74.84,1.41,99.9,2023-04-25 09:00:00
331.4,4.18,4.82,21.37,71.63,1.66,99.07,2023-04-25 10:00:00
334.4,4.22,4.85,22.74,68.05,2.27,98.46,2023-04-25 11:00:00
296.55,4.37,5.05,24.43,63.45,2.64,99.07,2023-04-25 12:00:00
250.2,4.49,5.26,25.91,58.83,3.41,98.52,2023-04-25 13:00:00
199.8,4.55,5.38,26.55,56.68,3.03,100.0,2023-04-25 14:00:00
282.02,4.53,5.43,25.89,59.65,3.13,99.71,2023-04-25 15:00:00
262.0,4.76,5.8,25.05,64.57,3.34,91.65,2023-04-25 16:00:00
124.25,4.66,5.98,23.71,73.01,4.06,94.23,2023-04-25 17:00:00
26.25,3.61,5.63,21.94,85.57,5.16,98.5,2023-04-25 18:00:00
0.0,3.66,6.2,20.67,93.7,6.15,98.01,2023-04-25 19:00:00
0.0,4.72,7.31,20.28,95.39,5.71,93.61,2023-04-25 20:00:00
0.0,5.36,8.14,19.98,95.57,3.82,94.73,2023-04-25 21:00:00
0.0,5.5,8.37,19.52,95.51,2.14,91.59,2023-04-25 22:00:00
0.0,5.08,7.79,18.87,96.07,1.18,86.1,2023-04-25 23:00:00
0.0,4.61,7.51,18.31,96.56,0.86,98.94,2023-04-26 00:00:00
0.0,4.04,6.81,17.82,97.19,0.9,96.89,2023-04-26 01:00:00
0.0,3.98,6.87,17.7,96.83,1.3,96.72,2023-04-26 02:00:00
0.0,4.17,6.92,17.71,96.92,1.61,86.15,2023-04-26 03:00:00
0.0,4.05,6.83,17.67,97.01,1.53,84.63,2023-04-26 04:00:00
0.0,4.01,6.84,17.69,97.11,1.6,95.37,2023-04-26 05:00:00
14.68,4.23,6.57,18.12,96.48,6.47,98.62,2023-04-26 06:00:00
59.1,4.65,6.02,19.28,94.71,7.06,97.01,2023-04-26 07:00:00
100.68,4.87,6.06,21.03,90.38,11.94,96.09,2023-04-26 08:00:00
170.25,5.39,6.59,22.81,83.87,12.78,100.0,2023-04-26 09:00:00
326.85,5.84,7.12,24.72,76.39,13.76,98.6,2023-04-26 10:00:00
598.05,5.94,7.22,26.96,66.68,13.25,74.1,2023-04-26 11:00:00
750.35,5.65,6.87,28.4,60.62,17.33,66.58,2023-04-26 12:00:00
643.25,5.42,6.62,29.04,58.37,17.67,87.82,2023-04-26 13:00:00
596.9,4.8,6.05,28.28,62.09,19.49,96.55,2023-04-26 14:00:00
491.9,4.52,5.85,27.46,67.99,13.74,91.2,2023-04-26 15:00:00
299.77,4.59,5.95,27.12,71.39,9.21,84.72,2023-04-26 16:00:00
176.02,4.38,6.27,26.39,75.82,5.49,82.69,2023-04-26 17:00:00
35.78,4.47,7.61,24.94,82.79,4.3,85.21,2023-04-26 18:00:00
0.0,5.46,8.91,23.64,87.45,4.75,86.88,2023-04-26 19:00:00
0.0,6.38,9.61,22.84,89.37,4.73,66.47,2023-04-26 20:00:00
0.0,6.01,8.86,21.81,92.82,5.2,86.22,2023-04-26 21:00:00
0.0,5.14,7.8,20.9,95.69,5.96,100.0,2023-04-26 22:00:00
0.0,3.83,6.52,20.36,96.71,15.98,100.0,2023-04-26 23:00:00
0.0,3.36,5.87,20.17,97.09,52.73,100.0,2023-04-27 00:00:00
0.0,4.99,7.31,20.11,95.52,64.85,99.93,2023-04-27 01:00:00
0.0,6.78,9.48,18.43,94.1,22.94,100.0,2023-04-27 02:00:00
0.0,6.81,9.26,16.14,93.13,10.08,94.03,2023-04-27 03:00:00
0.0,6.38,8.66,14.73,92.46,4.87,85.99,2023-04-27 04:00:00
0.0,5.51,7.92,13.66,90.46,0.98,87.63,2023-04-27 05:00:00
64.0,5.36,7.44,13.54,87.34,0.34,72.19,2023-04-27 06:00:00
243.0,6.34,8.14,14.91,78.12,0.2,57.52,2023-04-27 07:00:00
454.8,6.44,7.74,17.44,64.6,0.06,43.58,2023-04-27 08:00:00
663.9,5.41,6.31,19.86,54.78,0.0,36.66,2023-04-27 09:00:00
856.25,4.95,5.79,21.87,45.51,0.0,24.55,2023-04-27 10:00:00
990.85,4.94,5.84,23.57,38.81,0.0,7.73,2023-04-27 11:00:00
1021.7,4.98,5.97,24.91,35.09,0.0,4.62,2023-04-27 12:00:00
982.03,5.04,6.11,25.9,33.34,0.0,5.83,2023-04-27 13:00:00
891.5,4.98,6.13,26.47,32.44,0.0,0.51,2023-04-27 14:00:00
732.45,4.75,5.9,26.66,31.87,0.0,0.51,2023-04-27 15:00:00
528.53,4.19,5.27,26.26,32.38,0.0,0.46,2023-04-27 16:00:00
298.5,2.9,4.2,25.11,38.75,0.0,0.41,2023-04-27 17:00:00
76.85,1.9,3.23,22.23,59.85,0.0,0.36,2023-04-27 18:00:00
0.0,2.04,3.1,19.7,59.7,0.0,0.31,2023-04-27 19:00:00
0.0,2.31,3.55,18.25,63.98,0.0,0.27,2023-04-27 20:00:00
0.0,2.72,4.5,16.71,69.88,0.0,0.22,2023-04-27 21:00:00
0.0,3.08,5.58,15.63,73.72,0.0,0.17,2023-04-27 22:00:00
0.0,3.26,6.59,14.96,75.84,0.0,0.12,2023-04-27 23:00:00
0.0,3.32,7.34,14.52,77.91,0.0,0.07,2023-04-28 00:00:00
0.0,3.4,7.72,14.17,80.32,0.0,0.02,2023-04-28 01:00:00
0.0,3.4,7.73,13.81,83.47,0.0,1.03,2023-04-28 02:00:00
0.0,3.28,7.47,13.4,87.54,0.0,2.05,2023-04-28 03:00:00
0.0,3.11,7.09,12.94,92.31,0.11,15.39,2023-04-28 04:00:00
0.0,2.98,6.8,12.46,97.89,0.68,51.78,2023-04-28 05:00:00
54.03,3.66,6.31,13.75,94.21,1.15,56.65,2023-04-28 06:00:00
165.0,4.04,4.69,16.11,87.87,0.67,62.09,2023-04-28 07:00:00
292.08,5.0,6.26,19.96,79.24,0.41,64.03,2023-04-28 08:00:00
505.83,6.15,7.47,23.43,68.74,0.26,61.52,2023-04-28 09:00:00
714.05,6.6,8.0,25.85,60.86,0.5,57.36,2023-04-28 10:00:00
913.65,7.03,8.56,27.75,54.93,1.12,21.76,2023-04-28 11:00:00
962.2,7.34,8.96,29.12,51.3,2.38,35.0,2023-04-28 12:00:00
895.3,7.44,9.13,29.92,50.16,6.26,15.93,2023-04-28 13:00:00
560.35,7.49,9.27,30.18,50.83,13.94,55.8,2023-04-28 14:00:00
53.78,7.95,9.98,29.75,53.22,48.94,99.39,2023-04-28 15:00:00
25.9,7.15,9.51,28.12,60.21,99.91,100.0,2023-04-28 16:00:00
14.25,5.02,6.95,24.84,76.98,84.79,100.0,2023-04-28 17:00:00
3.75,9.17,11.94,20.76,84.17,27.98,100.0,2023-04-28 18:00:00
0.0,9.48,13.15,16.78,77.84,35.86,100.0,2023-04-28 19:00:00
0.0,8.01,11.59,15.12,79.52,18.02,100.0,2023-04-28 20:00:00
0.0,6.47,10.07,14.36,80.56,2.59,100.0,2023-04-28 21:00:00
0.0,6.05,9.58,13.91,78.85,0.06,100.0,2023-04-28 22:00:00
0.0,6.11,9.59,13.58,74.77,0.0,99.37,2023-04-28 23:00:00
0.0,6.83,10.29,13.34,70.24,0.0,96.74,2023-04-29 00:00:00
0.0,7.53,10.83,12.88,68.22,0.0,83.85,2023-04-29 01:00:00
0.0,7.38,10.67,11.99,70.74,0.0,59.74,2023-04-29 02:00:00
0.0,7.64,10.78,11.42,73.1,0.0,9.52,2023-04-29 03:00:00
0.0,7.77,10.75,10.89,76.16,0.0,0.51,2023-04-29 04:00:00
0.0,7.62,10.64,10.47,77.97,0.0,0.51,2023-04-29 05:00:00
80.05,6.85,9.26,10.73,76.1,0.0,0.51,2023-04-29 06:00:00
297.4,7.96,10.51,12.95,64.2,0.0,0.51,2023-04-29 07:00:00
530.8,9.63,12.44,15.56,49.95,0.0,0.51,2023-04-29 08:00:00
736.83,10.25,13.06,17.61,40.77,0.0,0.51,2023-04-29 09:00:00
897.7,10.54,13.26,19.24,36.09,0.0,0.51,2023-04-29 10:00:00
997.45,10.37,12.91,20.61,34.05,0.0,0.51,2023-04-29 11:00:00
1024.32,9.9,12.26,21.76,32.63,0.0,3.58,2023-04-29 12:00:00
995.62,9.46,11.72,22.55,31.36,0.0,0.51,2023-04-29 13:00:00
876.05,9.13,11.38,23.06,29.99,0.0,4.58,2023-04-29 14:00:00
737.12,8.62,10.91,23.17,28.88,0.0,0.51,2023-04-29 15:00:00
534.35,7.96,10.32,22.74,28.38,0.0,0.47,2023-04-29 16:00:00
304.95,6.45,9.17,21.71,30.82,0.0,0.42,2023-04-29 17:00:00
81.75,3.9,8.31,18.54,45.37,0.0,0.37,2023-04-29 18:00:00
0.0,3.6,8.03,15.07,57.13,0.0,0.33,2023-04-29 19:00:00
0.0,3.52,7.56,14.22,60.57,0.0,0.28,2023-04-29 20:00:00
0.0,3.42,7.04,13.58,63.47,0.0,0.23,2023-04-29 21:00:00
0.0,3.25,6.26,13.01,66.4,0.0,0.19,2023-04-29 22:00:00
0.0,2.86,4.96,12.73,68.26,0.0,0.14,2023-04-29 23:00:00
0.0,2.31,3.64,13.14,64.86,0.0,0.09,2023-04-30 00:00:00
0.0,1.81,2.68,13.72,59.82,0.01,0.05,2023-04-30 01:00:00
0.0,1.87,2.78,13.41,60.3,0.01,0.0,2023-04-30 02:00:00
0.0,2.54,4.07,12.12,66.73,0.01,0.04,2023-04-30 03:00:00
0.0,3.22,5.82,11.07,71.4,0.0,0.07,2023-04-30 04:00:00
0.0,3.63,7.33,10.95,70.53,0.0,0.11,2023-04-30 05:00:00
97.82,3.89,8.3,13.16,62.97,0.0,0.14,2023-04-30 06:00:00
316.48,5.36,7.22,17.56,47.71,0.0,0.18,2023-04-30 07:00:00
541.25,4.73,5.56,20.8,44.2,0.0,0.22,2023-04-30 08:00:00
739.45,5.93,7.42,25.08,33.27,0.0,0.25,2023-04-30 09:00:00
892.22,5.71,6.85,27.71,27.72,0.0,0.29,2023-04-30 10:00:00
